feature,feature_group,feature_effect,probability_contribution,Feature_Importance_Rank,SHAP_Value
contract_type,fixed_3yr,decreases,0.0,22,0.0
contract_type,month_to_month,decreases,0.0,22,0.0
payment_method,auto_pay,decreases,0.0,23,0.0
payment_method,in_person,decreases,0.0,23,0.0
payment_method,mail,decreases,0.0,23,0.0
payment_method,online,decreases,0.0,23,0.0
regulated_utility_consideration,high,decreases,0.0,24,0.0
regulated_utility_consideration,low,decreases,0.0,24,0.0
regulated_utility_consideration,medium,decreases,0.0,24,0.0
oil_gas_employment,False,decreases,0.0,25,0.0
oil_gas_employment,True,decreases,0.0,25,0.0
tech_savviness,high,decreases,0.0,26,0.0
tech_savviness,low,decreases,0.0,26,0.0
tech_savviness,medium,decreases,0.0,26,0.0
communication_preference,app,decreases,0.0,27,0.0
communication_preference,email,decreases,0.0,27,0.0
communication_preference,mail,decreases,0.0,27,0.0
communication_preference,phone,decreases,0.0,27,0.0
communication_preference,text,decreases,0.0,27,0.0
paperless_billing,False,decreases,0.0,28,0.0
paperless_billing,True,decreases,0.0,28,0.0
household_size,"(-0.001, 1.0]",decreases,0.0,29,0.0
household_size,"(1.0, 2.0]",decreases,0.0,29,0.0
household_size,"(2.0, 3.0]",decreases,0.0,29,0.0
household_size,"(3.0, 4.0]",decreases,0.0,29,0.0
household_size,"(4.0, 5.0]",decreases,0.0,29,0.0
business_size,large,decreases,0.0,30,0.0
business_size,medium,decreases,0.0,30,0.0
business_size,small,decreases,0.0,30,0.0
business_size,unknown,decreases,0.0,30,0.0
tenure_months,"(101.0, 113.0]",decreases,0.0,31,0.0
tenure_months,"(113.0, 125.0]",decreases,0.0,31,0.0
tenure_months,"(17.0, 29.0]",decreases,0.0,31,0.0
tenure_months,"(29.0, 41.0]",decreases,0.0,31,0.0
tenure_months,"(41.0, 53.0]",decreases,0.0,31,0.0
tenure_months,"(5.999, 17.0]",decreases,0.0,31,0.0
tenure_months,"(53.0, 65.0]",decreases,0.0,31,0.0
tenure_months,"(65.0, 77.0]",decreases,0.0,31,0.0
tenure_months,"(77.0, 89.0]",decreases,0.0,31,0.0
tenure_months,"(89.0, 101.0]",decreases,0.0,31,0.0
age,"(24.999, 33.0]",decreases,0.0,32,0.0
age,"(33.0, 36.0]",decreases,0.0,32,0.0
age,"(36.0, 40.0]",decreases,0.0,32,0.0
age,"(40.0, 43.0]",decreases,0.0,32,0.0
age,"(43.0, 46.0]",decreases,0.0,32,0.0
age,"(46.0, 50.0]",decreases,0.0,32,0.0
age,"(50.0, 55.0]",decreases,0.0,32,0.0
age,"(55.0, 60.0]",decreases,0.0,32,0.0
age,"(60.0, 65.0]",decreases,0.0,32,0.0
age,"(65.0, 69.0]",decreases,0.0,32,0.0
business_type,manufacturing,decreases,0.0,33,0.0
business_type,office,decreases,0.0,33,0.0
business_type,restaurant,decreases,0.0,33,0.0
business_type,retail,decreases,0.0,33,0.0
business_type,unknown,decreases,0.0,33,0.0
business_type,warehouse,decreases,0.0,33,0.0
economic_sensitivity,high,decreases,0.0,34,0.0
economic_sensitivity,low,decreases,0.0,34,0.0
economic_sensitivity,medium,decreases,0.0,34,0.0
rate_plan_changes,"(-0.001, 1.0]",decreases,0.0,36,0.0
rate_plan_changes,"(1.0, 2.0]",decreases,0.0,36,0.0
app_usage_monthly,"(-0.001, 2.4]",decreases,0.0,37,0.0
app_usage_monthly,"(10.7, 12.7]",decreases,0.0,37,0.0
app_usage_monthly,"(12.7, 14.7]",decreases,0.0,37,0.0
app_usage_monthly,"(14.7, 21.0]",decreases,0.0,37,0.0
app_usage_monthly,"(2.4, 4.7]",decreases,0.0,37,0.0
app_usage_monthly,"(21.0, 28.0]",decreases,0.0,37,0.0
app_usage_monthly,"(28.0, 35.0]",decreases,0.0,37,0.0
app_usage_monthly,"(4.7, 6.8]",decreases,0.0,37,0.0
app_usage_monthly,"(6.8, 8.7]",decreases,0.0,37,0.0
app_usage_monthly,"(8.7, 10.7]",decreases,0.0,37,0.0
satisfaction_score,"(0.999, 1.4]",decreases,0.0,38,0.0
satisfaction_score,"(1.4, 2.2]",decreases,0.0,38,0.0
satisfaction_score,"(2.2, 2.8]",decreases,0.0,38,0.0
satisfaction_score,"(2.8, 3.2]",decreases,0.0,38,0.0
satisfaction_score,"(3.2, 3.4]",decreases,0.0,38,0.0
satisfaction_score,"(3.4, 3.6]",decreases,0.0,38,0.0
satisfaction_score,"(3.6, 3.8]",decreases,0.0,38,0.0
satisfaction_score,"(3.8, 4.0]",decreases,0.0,38,0.0
satisfaction_score,"(4.0, 4.2]",decreases,0.0,38,0.0
satisfaction_score,"(4.2, 4.8]",decreases,0.0,38,0.0
website_visits_monthly,"(0.099, 2.6]",decreases,0.0,39,0.0
website_visits_monthly,"(10.9, 15.5]",decreases,0.0,39,0.0
website_visits_monthly,"(2.6, 3.6]",decreases,0.0,39,0.0
website_visits_monthly,"(3.6, 4.4]",decreases,0.0,39,0.0
website_visits_monthly,"(4.4, 5.1]",decreases,0.0,39,0.0
website_visits_monthly,"(5.1, 5.8]",decreases,0.0,39,0.0
website_visits_monthly,"(5.8, 6.7]",decreases,0.0,39,0.0
website_visits_monthly,"(6.7, 7.6]",decreases,0.0,39,0.0
website_visits_monthly,"(7.6, 8.9]",decreases,0.0,39,0.0
website_visits_monthly,"(8.9, 10.9]",decreases,0.0,39,0.0
call_center_interactions_12m,"(-0.001, 2.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(11.0, 16.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(2.0, 3.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(3.0, 4.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(4.0, 5.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(5.0, 6.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(6.0, 7.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(7.0, 9.0]",decreases,0.0,40,0.0
call_center_interactions_12m,"(9.0, 11.0]",decreases,0.0,40,0.0
late_payment_rate,"(-0.001, 0.01]",decreases,0.0,41,0.0
late_payment_rate,"(0.01, 0.019]",decreases,0.0,41,0.0
late_payment_rate,"(0.019, 0.029]",decreases,0.0,41,0.0
late_payment_rate,"(0.029, 0.039]",decreases,0.0,41,0.0
late_payment_rate,"(0.039, 0.048]",decreases,0.0,41,0.0
late_payment_rate,"(0.048, 0.071]",decreases,0.0,41,0.0
late_payment_rate,"(0.071, 0.097]",decreases,0.0,41,0.0
late_payment_rate,"(0.097, 0.122]",decreases,0.0,41,0.0
late_payment_rate,"(0.122, 0.147]",decreases,0.0,41,0.0
late_payment_rate,"(0.147, 0.3]",decreases,0.0,41,0.0
competitive_quotes_received,"(-0.001, 2.0]",decreases,0.0,42,0.0
competitive_quotes_received,"(2.0, 3.0]",decreases,0.0,42,0.0
competitive_quotes_received,"(3.0, 4.0]",decreases,0.0,42,0.0
complaint_history,"(-0.001, 1.0]",decreases,0.0,43,0.0
complaint_history,"(1.0, 3.0]",decreases,0.0,43,0.0
complaint_history,"(3.0, 4.0]",decreases,0.0,43,0.0
complaint_history,"(4.0, 5.0]",decreases,0.0,43,0.0
service_interruptions_12m,"(-0.001, 1.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(1.0, 3.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(3.0, 4.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(4.0, 5.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(5.0, 6.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(6.0, 7.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(7.0, 8.0]",decreases,0.0,44,0.0
service_interruptions_12m,"(8.0, 9.0]",decreases,0.0,44,0.0
