Feature,Feature_Subset,SHAP_Value,Adjusted_Probability,Probability_Change_Perc,Feature_Importance,Importance_Rank
communication_preference,mail,0.0,0.6247682,0.0,0.0,19
communication_preference,phone,0.0,0.6247682,0.0,0.0,19
communication_preference,text,0.0,0.6247682,0.0,0.0,19
tenure_months,"(101.0, 113.0]",0.0025701136,0.62537056,0.060236454,0.0037825434,2
tenure_months,"(113.0, 125.0]",0.0025462653,0.62536496,0.05967617,0.0037825434,2
tenure_months,"(17.0, 29.0]",-0.0073314244,0.62304795,-0.17202497,0.0037825434,2
tenure_months,"(29.0, 41.0]",-0.003098913,0.6240415,-0.07266998,0.0037825434,2
tenure_months,"(41.0, 53.0]",0.0025640517,0.62536913,0.060093403,0.0037825434,2
tenure_months,"(5.999, 17.0]",-0.0073059346,0.62305397,-0.17142296,0.0037825434,2
tenure_months,"(53.0, 65.0]",0.0025601513,0.62536824,0.060003996,0.0037825434,2
tenure_months,"(65.0, 77.0]",0.0025485705,0.6253655,0.059729815,0.0037825434,2
tenure_months,"(77.0, 89.0]",0.0025721395,0.62537104,0.060284138,0.0037825434,2
tenure_months,"(89.0, 101.0]",0.0025671697,0.6253699,0.06017089,0.0037825434,2
price_sensitivity,high,0.0,0.6247682,0.0,0.0,20
price_sensitivity,low,0.0,0.6247682,0.0,0.0,20
price_sensitivity,medium,0.0,0.6247682,0.0,0.0,20
payment_method,auto_pay,0.0,0.6247682,0.0,0.0,21
payment_method,in_person,0.0,0.6247682,0.0,0.0,21
payment_method,mail,0.0,0.6247682,0.0,0.0,21
payment_method,online,0.0,0.6247682,0.0,0.0,21
regulated_utility_consideration,high,0.0,0.6247682,0.0,0.0,22
regulated_utility_consideration,low,0.0,0.6247682,0.0,0.0,22
regulated_utility_consideration,medium,0.0,0.6247682,0.0,0.0,22
economic_sensitivity,high,0.0,0.6247682,0.0,0.0,23
economic_sensitivity,low,0.0,0.6247682,0.0,0.0,23
economic_sensitivity,medium,0.0,0.6247682,0.0,0.0,23
oil_gas_employment,False,0.0,0.6247682,0.0,0.0,24
oil_gas_employment,True,0.0,0.6247682,0.0,0.0,24
paperless_billing,False,0.0,0.6247682,0.0,0.0,25
paperless_billing,True,0.0,0.6247682,0.0,0.0,25
age,"(24.999, 33.0]",0.0,0.6247682,0.0,0.0,26
age,"(33.0, 36.0]",0.0,0.6247682,0.0,0.0,26
age,"(36.0, 40.0]",0.0,0.6247682,0.0,0.0,26
age,"(40.0, 43.0]",0.0,0.6247682,0.0,0.0,26
age,"(43.0, 46.0]",0.0,0.6247682,0.0,0.0,26
age,"(46.0, 50.0]",0.0,0.6247682,0.0,0.0,26
age,"(50.0, 55.0]",0.0,0.6247682,0.0,0.0,26
age,"(55.0, 60.0]",0.0,0.6247682,0.0,0.0,26
age,"(60.0, 65.0]",0.0,0.6247682,0.0,0.0,26
age,"(65.0, 69.0]",0.0,0.6247682,0.0,0.0,26
business_type,manufacturing,0.0,0.6247682,0.0,0.0,27
business_type,office,0.0,0.6247682,0.0,0.0,27
business_type,restaurant,0.0,0.6247682,0.0,0.0,27
business_type,retail,0.0,0.6247682,0.0,0.0,27
business_type,unknown,0.0,0.6247682,0.0,0.0,27
business_type,warehouse,0.0,0.6247682,0.0,0.0,27
business_size,large,0.0,0.6247682,0.0,0.0,28
business_size,medium,0.0,0.6247682,0.0,0.0,28
business_size,small,0.0,0.6247682,0.0,0.0,28
business_size,unknown,0.0,0.6247682,0.0,0.0,28
household_size,"(-0.001, 1.0]",-0.004493922,0.62371415,-0.105404854,0.0036139132,3
household_size,"(1.0, 2.0]",-0.004514453,0.6237093,-0.10588765,0.0036139132,3
household_size,"(2.0, 3.0]",0.0030153405,0.62547493,0.07067323,0.0036139132,3
household_size,"(3.0, 4.0]",0.0030062108,0.6254728,0.07045865,0.0036139132,3
household_size,"(4.0, 5.0]",0.0030237068,0.62547684,0.07086396,0.0036139132,3
monthly_usage_kwh,"(1012.0, 1163.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(1163.0, 1304.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(1304.0, 1458.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(1458.0, 1626.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(1626.0, 1833.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(1833.0, 2101.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(2101.0, 2513.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(2513.0, 5348.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(357.999, 843.0]",0.0,0.6247682,0.0,0.0,30
monthly_usage_kwh,"(843.0, 1012.0]",0.0,0.6247682,0.0,0.0,30
peak_demand_kw,"(0.889, 2.65]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(2.65, 3.24]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(3.24, 3.76]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(3.76, 4.26]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(4.26, 4.79]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(4.79, 5.4]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(5.4, 6.13]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(6.13, 7.07]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(7.07, 8.64]",0.0,0.6247682,0.0,0.0,31
peak_demand_kw,"(8.64, 21.63]",0.0,0.6247682,0.0,0.0,31
property_age,"(10.0, 15.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(15.0, 20.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(20.0, 25.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(25.0, 30.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(30.0, 35.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(35.0, 39.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(39.0, 44.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(4.999, 10.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(44.0, 50.0]",0.0,0.6247682,0.0,0.0,32
property_age,"(50.0, 54.0]",0.0,0.6247682,0.0,0.0,32
rate_plan_changes,"(-0.001, 1.0]",0.0,0.6247682,0.0,0.0,33
rate_plan_changes,"(1.0, 2.0]",0.0,0.6247682,0.0,0.0,33
satisfaction_score,"(0.999, 1.4]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(1.4, 2.2]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(2.2, 2.8]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(2.8, 3.2]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(3.2, 3.4]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(3.4, 3.6]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(3.6, 3.8]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(3.8, 4.0]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(4.0, 4.2]",0.0,0.6247682,0.0,0.0,34
satisfaction_score,"(4.2, 4.8]",0.0,0.6247682,0.0,0.0,34
nps_score,"(-22.0, -8.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(-39.0, -22.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(-70.001, -39.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(-8.0, 1.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(1.0, 8.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(15.0, 21.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(21.0, 28.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(28.0, 36.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(36.0, 64.0]",0.0,0.6247682,0.0,0.0,35
nps_score,"(8.0, 15.0]",0.0,0.6247682,0.0,0.0,35
app_usage_monthly,"(-0.001, 2.4]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(10.7, 12.7]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(12.7, 14.7]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(14.7, 21.0]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(2.4, 4.7]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(21.0, 28.0]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(28.0, 35.0]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(4.7, 6.8]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(6.8, 8.7]",0.0,0.6247682,0.0,0.0,36
app_usage_monthly,"(8.7, 10.7]",0.0,0.6247682,0.0,0.0,36
website_visits_monthly,"(0.099, 2.6]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(10.9, 15.5]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(2.6, 3.6]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(3.6, 4.4]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(4.4, 5.1]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(5.1, 5.8]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(5.8, 6.7]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(6.7, 7.6]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(7.6, 8.9]",0.0,0.6247682,0.0,0.0,37
website_visits_monthly,"(8.9, 10.9]",0.0,0.6247682,0.0,0.0,37
call_center_interactions_12m,"(-0.001, 2.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(11.0, 16.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(2.0, 3.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(3.0, 4.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(4.0, 5.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(5.0, 6.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(6.0, 7.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(7.0, 9.0]",0.0,0.6247682,0.0,0.0,38
call_center_interactions_12m,"(9.0, 11.0]",0.0,0.6247682,0.0,0.0,38
competitive_quotes_received,"(-0.001, 2.0]",0.0,0.6247682,0.0,0.0,39
competitive_quotes_received,"(2.0, 3.0]",0.0,0.6247682,0.0,0.0,39
competitive_quotes_received,"(3.0, 4.0]",0.0,0.6247682,0.0,0.0,39
home_value,"(-0.001, 236074.8]",-0.0027649254,0.6241198,-0.06483793,0.0029353583,4
home_value,"(236074.8, 362837.0]",-0.0063885287,0.62326944,-0.14987588,0.0029353583,4
home_value,"(362837.0, 488938.8]",-0.0002941844,0.6246993,-0.006890297,0.0029353583,4
home_value,"(488938.8, 616146.5]",0.0021535694,0.62527305,0.050485134,0.0029353583,4
home_value,"(616146.5, 744684.4]",0.0021311974,0.62526774,0.049954653,0.0029353583,4
home_value,"(744684.4, 872619.5]",0.0021475407,0.62527156,0.050336123,0.0029353583,4
home_value,"(872619.5, 999995.0]",0.002131337,0.62526774,0.049954653,0.0029353583,4
late_payment_rate,"(-0.001, 0.01]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.01, 0.019]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.019, 0.029]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.029, 0.039]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.039, 0.048]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.048, 0.071]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.071, 0.097]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.097, 0.122]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.122, 0.147]",0.0,0.6247682,0.0,0.0,40
late_payment_rate,"(0.147, 0.3]",0.0,0.6247682,0.0,0.0,40
avg_monthly_bill,"(109.0, 131.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(131.0, 150.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(150.0, 169.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(169.0, 189.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(189.0, 211.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(211.0, 238.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(238.0, 272.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(272.0, 328.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(328.0, 717.0]",0.0,0.6247682,0.0,0.0,41
avg_monthly_bill,"(43.999, 109.0]",0.0,0.6247682,0.0,0.0,41
complaint_history,"(-0.001, 1.0]",0.0,0.6247682,0.0,0.0,42
complaint_history,"(1.0, 3.0]",0.0,0.6247682,0.0,0.0,42
complaint_history,"(3.0, 4.0]",0.0,0.6247682,0.0,0.0,42
complaint_history,"(4.0, 5.0]",0.0,0.6247682,0.0,0.0,42
service_interruptions_12m,"(-0.001, 1.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(1.0, 3.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(3.0, 4.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(4.0, 5.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(5.0, 6.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(6.0, 7.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(7.0, 8.0]",0.0,0.6247682,0.0,0.0,43
service_interruptions_12m,"(8.0, 9.0]",0.0,0.6247682,0.0,0.0,43
bill_shock_events,"(-0.001, 1.0]",0.0,0.6247682,0.0,0.0,44
bill_shock_events,"(1.0, 2.0]",0.0,0.6247682,0.0,0.0,44
bill_shock_events,"(2.0, 4.0]",0.0,0.6247682,0.0,0.0,44
annual_income,"(105053.6, 126332.0]",0.00093328394,0.624987,0.021880865,0.0006695588,5
annual_income,"(126332.0, 348587.0]",0.0009243429,0.624985,0.02167821,0.0006695588,5
annual_income,"(27668.999, 46486.0]",-0.0006031886,0.6246268,-0.014138222,0.0006695588,5
annual_income,"(46486.0, 53951.8]",-0.0005972007,0.62462825,-0.013995171,0.0006695588,5
annual_income,"(53951.8, 60448.0]",-0.00058630976,0.6246308,-0.013738871,0.0006695588,5
annual_income,"(60448.0, 67032.0]",-0.00037303808,0.62468076,-0.008744001,0.0006695588,5
annual_income,"(67032.0, 74163.5]",-0.00036759488,0.62468207,-0.008612871,0.0006695588,5
annual_income,"(74163.5, 82023.4]",-0.000106079,0.6247434,-0.0024795532,0.0006695588,5
annual_income,"(82023.4, 91615.6]",0.00092261174,0.6249845,0.021630526,0.0006695588,5
annual_income,"(91615.6, 105053.6]",0.0009233777,0.6249847,0.021648407,0.0006695588,5
credit_score,"(599.999, 628.0]",-0.00036634604,0.62468237,-0.008583069,0.0004812565,6
credit_score,"(628.0, 658.0]",-0.000364328,0.62468284,-0.008535385,0.0004812565,6
credit_score,"(658.0, 687.0]",-0.00036652383,0.62468237,-0.008583069,0.0004812565,6
credit_score,"(687.0, 708.0]",-0.00033878672,0.62468886,-0.007933378,0.0004812565,6
credit_score,"(708.0, 723.0]",-0.00031467061,0.62469447,-0.0073730946,0.0004812565,6
credit_score,"(723.0, 739.0]",-0.00016532277,0.6247295,-0.0038683414,0.0004812565,6
credit_score,"(739.0, 758.0]",0.00017253382,0.6248087,0.004053116,0.0004812565,6
credit_score,"(758.0, 788.0]",0.00082830864,0.6249624,0.019419193,0.0004812565,6
credit_score,"(788.0, 818.0]",0.0008088266,0.62495786,0.018966198,0.0004812565,6
credit_score,"(818.0, 849.0]",0.00082033547,0.62496054,0.019234419,0.0004812565,6
heating_type,electric,0.0,0.6247682,0.0,0.0,7
heating_type,gas,0.0,0.6247682,0.0,0.0,7
heating_type,heat_pump,0.0,0.6247682,0.0,0.0,7
heating_type,oil,0.0,0.6247682,0.0,0.0,7
heating_type,solar,0.0,0.6247682,0.0,0.0,7
city,calgary,0.0,0.6247682,0.0,0.0,8
city,edmonton,0.0,0.6247682,0.0,0.0,8
city,hamilton,0.0,0.6247682,0.0,0.0,8
city,london,0.0,0.6247682,0.0,0.0,8
city,toronto,0.0,0.6247682,0.0,0.0,8
city,vancouver,0.0,0.6247682,0.0,0.0,8
city,winnipeg,0.0,0.6247682,0.0,0.0,8
education_level,bachelors,0.0,0.6247682,0.0,0.0,9
education_level,high_school,0.0,0.6247682,0.0,0.0,9
education_level,masters,0.0,0.6247682,0.0,0.0,9
education_level,phd,0.0,0.6247682,0.0,0.0,9
education_level,some_college,0.0,0.6247682,0.0,0.0,9
education_level,trades_certificate,0.0,0.6247682,0.0,0.0,9
